2022/09/24 0:00,25.2,94
2022/09/24 0:10,25.0,96
2022/09/24 0:20,25.4,92
2022/09/24 0:30,25.2,94
2022/09/24 0:40,25.1,96
2022/09/24 0:50,25.9,90
2022/09/24 1:00,25.7,92
2022/09/24 1:10,26.0,90
2022/09/24 1:20,26.0,90
2022/09/24 1:30,26.2,88
2022/09/24 1:40,26.1,88
2022/09/24 1:50,26.4,85
2022/09/24 2:00,26.4,85
2022/09/24 2:10,26.4,86
2022/09/24 2:20,26.1,87
2022/09/24 2:30,26.3,85
2022/09/24 2:40,26.7,82
2022/09/24 2:50,26.8,83
2022/09/24 3:00,26.8,82
2022/09/24 3:10,26.9,81
2022/09/24 3:20,26.9,81
2022/09/24 3:30,26.9,81
2022/09/24 3:40,27.1,80
2022/09/24 3:50,27.1,79
2022/09/24 4:00,27.1,79
2022/09/24 4:10,27.1,78
2022/09/24 4:20,27.1,78
2022/09/24 4:30,27.1,78
2022/09/24 4:40,27.0,79
2022/09/24 4:50,27.1,78
2022/09/24 5:00,27.2,77
2022/09/24 5:10,27.2,77
2022/09/24 5:20,27.2,77
2022/09/24 5:30,27.1,78
2022/09/24 5:40,27.1,78
2022/09/24 5:50,27.2,77
2022/09/24 6:00,27.2,77
2022/09/24 6:10,27.2,77
2022/09/24 6:20,27.1,78
2022/09/24 6:30,27.1,77
2022/09/24 6:40,27.2,77
2022/09/24 6:50,27.3,77
2022/09/24 7:00,27.2,77
2022/09/24 7:10,27.3,76
2022/09/24 7:20,27.4,76
2022/09/24 7:30,27.4,76
2022/09/24 7:40,27.5,75
2022/09/24 7:50,27.6,72
2022/09/24 8:00,27.7,70
2022/09/24 8:10,27.9,68
2022/09/24 8:20,28.2,66
2022/09/24 8:30,28.4,66
2022/09/24 8:40,28.8,65
2022/09/24 8:50,28.9,65
2022/09/24 9:00,29.2,64
2022/09/24 9:10,29.3,63
2022/09/24 9:20,29.1,63
2022/09/24 9:30,28.9,62
2022/09/24 9:40,28.8,64
2022/09/24 9:50,28.9,63
2022/09/24 10:00,29.1,63
2022/09/24 10:10,29.2,62
2022/09/24 10:20,29.2,62
2022/09/24 10:30,29.5,60
2022/09/24 10:40,29.7,60
2022/09/24 10:50,29.7,60
2022/09/24 11:00,29.8,59
2022/09/24 11:10,30.4,59
2022/09/24 11:20,30.0,59
2022/09/24 11:30,30.1,59
2022/09/24 11:40,29.9,59
2022/09/24 11:50,30.0,59
2022/09/24 12:00,30.2,58
2022/09/24 12:10,30.2,58
2022/09/24 12:20,30.9,53
2022/09/24 12:30,30.5,53
2022/09/24 12:40,30.6,53
2022/09/24 12:50,30.0,54
2022/09/24 13:00,30.0,52
2022/09/24 13:10,30.1,52
2022/09/24 13:20,30.8,52
2022/09/24 13:30,31.2,53
2022/09/24 13:40,31.5,53
2022/09/24 13:50,30.8,53
2022/09/24 14:00,30.5,56
2022/09/24 14:10,30.4,54
2022/09/24 14:20,30.6,55
2022/09/24 14:30,30.5,56
2022/09/24 14:40,30.5,55
2022/09/24 14:50,30.1,56
2022/09/24 15:00,30.1,56
2022/09/24 15:10,29.8,57
2022/09/24 15:20,29.8,56
2022/09/24 15:30,29.8,56
2022/09/24 15:40,30.0,57
2022/09/24 15:50,30.1,57
2022/09/24 16:00,30.2,58
2022/09/24 16:10,29.8,60
2022/09/24 16:20,29.5,61
2022/09/24 16:30,29.5,61
2022/09/24 16:40,29.1,62
2022/09/24 16:50,28.9,63
2022/09/24 17:00,28.9,64
2022/09/24 17:10,28.8,64
2022/09/24 17:20,28.5,64
2022/09/24 17:30,28.6,64
2022/09/24 17:40,28.6,64
2022/09/24 17:50,28.4,64
2022/09/24 18:00,28.4,64
2022/09/24 18:10,28.4,65
2022/09/24 18:20,28.3,64
2022/09/24 18:30,28.2,65
2022/09/24 18:40,28.1,65
2022/09/24 18:50,28.1,65
2022/09/24 19:00,27.9,66
2022/09/24 19:10,27.9,66
2022/09/24 19:20,27.9,67
2022/09/24 19:30,27.9,67
2022/09/24 19:40,27.9,67
2022/09/24 19:50,27.9,67
2022/09/24 20:00,27.9,67
2022/09/24 20:10,28.0,67
2022/09/24 20:20,27.9,68
2022/09/24 20:30,28.0,67
2022/09/24 20:40,27.9,67
2022/09/24 20:50,27.9,67
2022/09/24 21:00,27.8,68
2022/09/24 21:10,27.7,69
2022/09/24 21:20,27.7,70
2022/09/24 21:30,27.7,70
2022/09/24 21:40,27.7,71
2022/09/24 21:50,27.6,71
2022/09/24 22:00,27.7,71
2022/09/24 22:10,27.5,71
2022/09/24 22:20,27.6,71
2022/09/24 22:30,27.5,71
2022/09/24 22:40,27.6,71
2022/09/24 22:50,27.6,71
2022/09/24 23:00,27.5,72
2022/09/24 23:10,27.5,72
2022/09/24 23:20,27.5,72
2022/09/24 23:30,27.4,72
2022/09/24 23:40,27.4,73
2022/09/24 23:50,27.3,74
