2022/09/24 0:00,25.7,90
2022/09/24 0:10,25.5,91
2022/09/24 0:20,25.6,91
2022/09/24 0:30,25.7,91
2022/09/24 0:40,25.9,88
2022/09/24 0:50,25.8,90
2022/09/24 1:00,25.8,90
2022/09/24 1:10,25.7,89
2022/09/24 1:20,25.6,89
2022/09/24 1:30,25.7,88
2022/09/24 1:40,26.0,87
2022/09/24 1:50,25.9,89
2022/09/24 2:00,25.9,88
2022/09/24 2:10,25.9,88
2022/09/24 2:20,26.0,87
2022/09/24 2:30,26.2,85
2022/09/24 2:40,26.2,85
2022/09/24 2:50,26.2,84
2022/09/24 3:00,26.2,85
2022/09/24 3:10,26.2,85
2022/09/24 3:20,26.2,85
2022/09/24 3:30,26.2,86
2022/09/24 3:40,26.1,87
2022/09/24 3:50,26.1,86
2022/09/24 4:00,26.0,87
2022/09/24 4:10,26.1,86
2022/09/24 4:20,26.2,85
2022/09/24 4:30,26.2,85
2022/09/24 4:40,26.4,84
2022/09/24 4:50,26.3,85
2022/09/24 5:00,26.3,85
2022/09/24 5:10,26.2,84
2022/09/24 5:20,26.3,83
2022/09/24 5:30,26.4,83
2022/09/24 5:40,26.4,83
2022/09/24 5:50,26.4,82
2022/09/24 6:00,26.4,83
2022/09/24 6:10,26.4,82
2022/09/24 6:20,26.4,82
2022/09/24 6:30,26.4,81
2022/09/24 6:40,26.5,80
2022/09/24 6:50,26.5,80
2022/09/24 7:00,26.5,79
2022/09/24 7:10,26.5,79
2022/09/24 7:20,26.5,77
2022/09/24 7:30,26.5,78
2022/09/24 7:40,26.5,79
2022/09/24 7:50,26.5,76
2022/09/24 8:00,26.6,77
2022/09/24 8:10,26.7,77
2022/09/24 8:20,26.7,76
2022/09/24 8:30,27.0,76
2022/09/24 8:40,27.2,74
2022/09/24 8:50,27.2,74
2022/09/24 9:00,27.3,75
2022/09/24 9:10,27.9,74
2022/09/24 9:20,27.6,71
2022/09/24 9:30,27.8,71
2022/09/24 9:40,27.9,69
2022/09/24 9:50,28.0,67
2022/09/24 10:00,28.4,65
2022/09/24 10:10,28.0,66
2022/09/24 10:20,28.0,65
2022/09/24 10:30,28.5,68
2022/09/24 10:40,29.0,65
2022/09/24 10:50,29.3,66
2022/09/24 11:00,30.7,60
2022/09/24 11:10,31.0,57
2022/09/24 11:20,30.4,60
2022/09/24 11:30,30.4,58
2022/09/24 11:40,29.8,58
2022/09/24 11:50,29.1,58
2022/09/24 12:00,29.2,62
2022/09/24 12:10,29.7,59
2022/09/24 12:20,29.8,62
2022/09/24 12:30,30.1,61
2022/09/24 12:40,30.0,60
2022/09/24 12:50,29.9,62
2022/09/24 13:00,29.3,61
2022/09/24 13:10,29.2,64
2022/09/24 13:20,29.5,64
2022/09/24 13:30,30.1,61
2022/09/24 13:40,30.1,61
2022/09/24 13:50,29.0,63
2022/09/24 14:00,29.4,62
2022/09/24 14:10,28.9,63
2022/09/24 14:20,28.8,65
2022/09/24 14:30,28.6,65
2022/09/24 14:40,28.2,66
2022/09/24 14:50,28.5,66
2022/09/24 15:00,28.2,67
2022/09/24 15:10,28.1,68
2022/09/24 15:20,28.3,68
2022/09/24 15:30,28.4,69
2022/09/24 15:40,28.5,69
2022/09/24 15:50,28.1,70
2022/09/24 16:00,28.0,69
2022/09/24 16:10,27.9,69
2022/09/24 16:20,28.3,68
2022/09/24 16:30,28.4,66
2022/09/24 16:40,28.2,67
2022/09/24 16:50,28.1,67
2022/09/24 17:00,28.1,67
2022/09/24 17:10,27.9,66
2022/09/24 17:20,27.7,68
2022/09/24 17:30,27.5,69
2022/09/24 17:40,27.4,70
2022/09/24 17:50,27.3,69
2022/09/24 18:00,27.3,69
2022/09/24 18:10,27.2,70
2022/09/24 18:20,27.0,71
2022/09/24 18:30,26.9,72
2022/09/24 18:40,26.9,72
2022/09/24 18:50,27.0,71
2022/09/24 19:00,27.1,71
2022/09/24 19:10,27.0,72
2022/09/24 19:20,27.1,71
2022/09/24 19:30,27.1,70
2022/09/24 19:40,27.1,71
2022/09/24 19:50,27.1,71
2022/09/24 20:00,27.1,72
2022/09/24 20:10,27.0,74
2022/09/24 20:20,26.8,76
2022/09/24 20:30,26.6,77
2022/09/24 20:40,26.4,77
2022/09/24 20:50,26.6,76
2022/09/24 21:00,26.6,76
2022/09/24 21:10,26.4,77
2022/09/24 21:20,26.4,78
2022/09/24 21:30,26.5,77
2022/09/24 21:40,26.7,76
2022/09/24 21:50,26.5,77
2022/09/24 22:00,26.5,77
2022/09/24 22:10,26.7,76
2022/09/24 22:20,26.7,76
2022/09/24 22:30,26.7,76
2022/09/24 22:40,26.7,77
2022/09/24 22:50,26.5,78
2022/09/24 23:00,26.7,77
2022/09/24 23:10,26.4,79
2022/09/24 23:20,26.3,82
2022/09/24 23:30,26.1,81
2022/09/24 23:40,26.0,85
2022/09/24 23:50,25.8,85
