Date,Temp,RH
2020/06/09 0:00,26.8,,
2020/06/09 0:01,26.8,,
2020/06/09 0:02,26.9,,
2020/06/09 0:03,26.9,,
2020/06/09 0:04,26.9,,
2020/06/09 0:05,26.9,,
2020/06/09 0:06,26.9,,
2020/06/09 0:07,26.9,,
2020/06/09 0:08,26.9,,
2020/06/09 0:09,26.9,,
2020/06/09 0:10,26.9,,
2020/06/09 0:11,26.9,,
2020/06/09 0:12,26.9,,
2020/06/09 0:13,26.9,,
2020/06/09 0:14,26.9,,
2020/06/09 0:15,26.9,,
2020/06/09 0:16,26.9,,
2020/06/09 0:17,26.9,,
2020/06/09 0:18,26.9,,
2020/06/09 0:19,26.9,,
2020/06/09 0:20,26.9,,
2020/06/09 0:21,26.9,,
2020/06/09 0:22,26.9,,
2020/06/09 0:23,26.9,,
2020/06/09 0:24,26.9,,
2020/06/09 0:25,26.9,,
2020/06/09 0:26,26.9,,
2020/06/09 0:27,26.9,,
2020/06/09 0:28,26.9,,
2020/06/09 0:29,26.9,,
2020/06/09 0:30,26.9,,
2020/06/09 0:31,26.9,,
2020/06/09 0:32,26.9,,
2020/06/09 0:33,26.9,,
2020/06/09 0:34,26.9,,
2020/06/09 0:35,26.9,,
2020/06/09 0:36,26.9,,
2020/06/09 0:37,26.9,,
2020/06/09 0:38,26.9,,
2020/06/09 0:39,26.9,,
2020/06/09 0:40,26.9,,
2020/06/09 0:41,26.9,,
2020/06/09 0:42,26.9,,
2020/06/09 0:43,26.9,,
2020/06/09 0:44,26.9,,
2020/06/09 0:45,26.9,,
2020/06/09 0:46,26.9,,
2020/06/09 0:47,26.9,,
2020/06/09 0:48,26.9,,
2020/06/09 0:49,26.9,,
2020/06/09 0:50,26.9,,
2020/06/09 0:51,26.9,,
2020/06/09 0:52,26.9,,
2020/06/09 0:53,26.9,,
2020/06/09 0:54,27.0,,
2020/06/09 0:55,27.0,,
2020/06/09 0:56,27.0,,
2020/06/09 0:57,27.0,,
2020/06/09 0:58,27.0,,
2020/06/09 0:59,27.0,,
2020/06/09 1:00,27.0,,
2020/06/09 1:01,27.0,,
2020/06/09 1:02,27.0,,
2020/06/09 1:03,27.0,,
2020/06/09 1:04,27.0,,
2020/06/09 1:05,27.0,,
2020/06/09 1:06,27.0,,
2020/06/09 1:07,26.9,,
2020/06/09 1:08,26.9,,
2020/06/09 1:09,26.9,,
2020/06/09 1:10,26.9,,
2020/06/09 1:11,26.9,,
2020/06/09 1:12,26.9,,
2020/06/09 1:13,26.9,,
2020/06/09 1:14,26.9,,
2020/06/09 1:15,26.9,,
2020/06/09 1:16,26.9,,
2020/06/09 1:17,26.9,,
2020/06/09 1:18,26.9,,
2020/06/09 1:19,26.9,,
2020/06/09 1:20,26.9,,
2020/06/09 1:21,26.8,,
2020/06/09 1:22,26.8,,
2020/06/09 1:23,26.8,,
2020/06/09 1:24,26.8,,
2020/06/09 1:25,26.9,,
2020/06/09 1:26,26.9,,
2020/06/09 1:27,26.9,,
2020/06/09 1:28,26.9,,
2020/06/09 1:29,26.9,,
2020/06/09 1:30,26.9,,
2020/06/09 1:31,26.9,,
2020/06/09 1:32,26.9,,
2020/06/09 1:33,26.9,,
2020/06/09 1:34,26.9,,
2020/06/09 1:35,26.9,,
2020/06/09 1:36,26.9,,
2020/06/09 1:37,26.9,,
2020/06/09 1:38,26.9,,
2020/06/09 1:39,26.9,,
2020/06/09 1:40,26.9,,
2020/06/09 1:41,26.9,,
2020/06/09 1:42,26.9,,
2020/06/09 1:43,26.9,,
2020/06/09 1:44,26.9,,
2020/06/09 1:45,26.9,,
2020/06/09 1:46,26.9,,
2020/06/09 1:47,26.9,,
2020/06/09 1:48,26.9,,
2020/06/09 1:49,26.9,,
2020/06/09 1:50,26.9,,
2020/06/09 1:51,26.9,,
2020/06/09 1:52,27.0,,
2020/06/09 1:53,27.0,,
2020/06/09 1:54,27.0,,
2020/06/09 1:55,27.0,,
2020/06/09 1:56,27.0,,
2020/06/09 1:57,27.0,,
2020/06/09 1:58,27.0,,
2020/06/09 1:59,27.0,,
2020/06/09 2:00,27.0,,
2020/06/09 2:01,27.0,,
2020/06/09 2:02,27.0,,
2020/06/09 2:03,27.0,,
2020/06/09 2:04,27.0,,
2020/06/09 2:05,27.0,,
2020/06/09 2:06,27.0,,
2020/06/09 2:07,27.0,,
2020/06/09 2:08,27.0,,
2020/06/09 2:09,27.0,,
2020/06/09 2:10,27.0,,
2020/06/09 2:11,27.0,,
2020/06/09 2:12,27.0,,
2020/06/09 2:13,27.0,,
2020/06/09 2:14,27.0,,
2020/06/09 2:15,27.0,,
2020/06/09 2:16,27.0,,
2020/06/09 2:17,27.0,,
2020/06/09 2:18,26.9,,
2020/06/09 2:19,,,
2020/06/09 2:20,26.9,,
2020/06/09 2:21,26.9,,
2020/06/09 2:22,26.9,,
2020/06/09 2:23,26.9,,
2020/06/09 2:24,26.9,,
2020/06/09 2:25,26.9,,
2020/06/09 2:26,26.9,,
2020/06/09 2:27,26.9,,
2020/06/09 2:28,26.9,,
2020/06/09 2:29,26.8,,
2020/06/09 2:30,26.8,,
2020/06/09 2:31,26.8,,
2020/06/09 2:32,26.8,,
2020/06/09 2:33,26.8,,
2020/06/09 2:34,26.8,,
2020/06/09 2:35,26.8,,
2020/06/09 2:36,26.8,,
2020/06/09 2:37,26.8,,
2020/06/09 2:38,26.7,,
2020/06/09 2:39,26.7,,
2020/06/09 2:40,26.7,,
2020/06/09 2:41,26.7,,
2020/06/09 2:42,26.7,,
2020/06/09 2:43,26.7,,
2020/06/09 2:44,26.7,,
2020/06/09 2:45,26.7,,
2020/06/09 2:46,26.7,,
2020/06/09 2:47,26.7,,
2020/06/09 2:48,26.7,,
2020/06/09 2:49,26.7,,
2020/06/09 2:50,26.7,,
2020/06/09 2:51,26.7,,
2020/06/09 2:52,26.7,,
2020/06/09 2:53,26.7,,
2020/06/09 2:54,26.7,,
2020/06/09 2:55,26.7,,
2020/06/09 2:56,26.7,,
2020/06/09 2:57,26.7,,
2020/06/09 2:58,26.7,,
2020/06/09 2:59,26.7,,
2020/06/09 3:00,26.7,,
2020/06/09 3:01,26.7,,
2020/06/09 3:02,26.7,,
2020/06/09 3:03,26.7,,
2020/06/09 3:04,26.7,,
2020/06/09 3:05,26.7,,
2020/06/09 3:06,26.7,,
2020/06/09 3:07,26.7,,
2020/06/09 3:08,26.7,,
2020/06/09 3:09,26.7,,
2020/06/09 3:10,26.7,,
2020/06/09 3:11,26.7,,
2020/06/09 3:12,26.7,,
2020/06/09 3:13,26.7,,
2020/06/09 3:14,26.7,,
2020/06/09 3:15,26.7,,
2020/06/09 3:16,26.7,,
2020/06/09 3:17,26.7,,
2020/06/09 3:18,26.7,,
2020/06/09 3:19,26.7,,
2020/06/09 3:20,26.6,,
2020/06/09 3:21,26.6,,
2020/06/09 3:22,26.6,,
2020/06/09 3:23,26.6,,
2020/06/09 3:24,26.6,,
2020/06/09 3:25,26.6,,
2020/06/09 3:26,26.6,,
2020/06/09 3:27,26.6,,
2020/06/09 3:28,26.6,,
2020/06/09 3:29,26.6,,
2020/06/09 3:30,26.6,,
2020/06/09 3:31,26.6,,
2020/06/09 3:32,26.6,,
2020/06/09 3:33,26.6,,
2020/06/09 3:34,26.6,,
2020/06/09 3:35,26.6,,
2020/06/09 3:36,26.6,,
2020/06/09 3:37,26.7,,
2020/06/09 3:38,26.7,,
2020/06/09 3:39,26.7,,
2020/06/09 3:40,26.7,,
2020/06/09 3:41,26.7,,
2020/06/09 3:42,26.7,,
2020/06/09 3:43,26.7,,
2020/06/09 3:44,26.7,,
2020/06/09 3:45,26.7,,
2020/06/09 3:46,26.7,,
2020/06/09 3:47,26.7,,
2020/06/09 3:48,26.7,,
2020/06/09 3:49,26.7,,
2020/06/09 3:50,26.7,,
2020/06/09 3:51,26.7,,
2020/06/09 3:52,26.7,,
2020/06/09 3:53,26.7,,
2020/06/09 3:54,26.7,,
2020/06/09 3:55,26.8,,
2020/06/09 3:56,26.8,,
2020/06/09 3:57,26.8,,
2020/06/09 3:58,26.8,,
2020/06/09 3:59,26.8,,
2020/06/09 4:00,26.8,,
2020/06/09 4:01,26.8,,
2020/06/09 4:02,26.8,,
2020/06/09 4:03,26.8,,
2020/06/09 4:04,26.8,,
2020/06/09 4:05,26.8,,
2020/06/09 4:06,26.8,,
2020/06/09 4:07,26.8,,
2020/06/09 4:08,26.8,,
2020/06/09 4:09,26.8,,
2020/06/09 4:10,26.8,,
2020/06/09 4:11,26.8,,
2020/06/09 4:12,26.8,,
2020/06/09 4:13,26.8,,
2020/06/09 4:14,26.8,,
2020/06/09 4:15,26.8,,
2020/06/09 4:16,26.8,,
2020/06/09 4:17,26.8,,
2020/06/09 4:18,26.8,,
2020/06/09 4:19,26.8,,
2020/06/09 4:20,26.8,,
2020/06/09 4:21,26.8,,
2020/06/09 4:22,26.8,,
2020/06/09 4:23,26.8,,
2020/06/09 4:24,26.8,,
2020/06/09 4:25,26.7,,
2020/06/09 4:26,26.7,,
2020/06/09 4:27,26.7,,
2020/06/09 4:28,26.7,,
2020/06/09 4:29,26.7,,
2020/06/09 4:30,26.7,,
2020/06/09 4:31,26.7,,
2020/06/09 4:32,26.7,,
2020/06/09 4:33,26.7,,
2020/06/09 4:34,26.7,,
2020/06/09 4:35,26.7,,
2020/06/09 4:36,26.7,,
2020/06/09 4:37,26.7,,
2020/06/09 4:38,26.7,,
2020/06/09 4:39,26.7,,
2020/06/09 4:40,26.7,,
2020/06/09 4:41,26.7,,
2020/06/09 4:42,26.7,,
2020/06/09 4:43,26.7,,
2020/06/09 4:44,26.7,,
2020/06/09 4:45,26.7,,
2020/06/09 4:46,26.7,,
2020/06/09 4:47,26.7,,
2020/06/09 4:48,26.8,,
2020/06/09 4:49,26.8,,
